Variable name,Time in Play,Data Point
PlayerHealth,0:2.99,150
Player Position,0:2.99,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:3.07,150
Player Position,0:3.07,World Position: (-16.80, -2.60, -65.30)
