Variable name,Time in Play,Data Point
Player Position,0:3.00,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:3.00,100
Player Position,0:6.02,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:6.02,100
Player Position,0:9.17,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:9.17,100
Player Position,0:12.19,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:12.19,100
Player Position,0:15.22,World Position: (-16.15, -2.43, -67.26)
PlayerHealth,0:15.22,100
Player Position,0:18.22,World Position: (-12.24, -1.92, -63.85)
PlayerHealth,0:18.22,100
Player Position,0:21.24,World Position: (17.65, -2.06, -38.87)
PlayerHealth,0:21.24,100
Player Position,0:24.25,World Position: (43.74, -2.07, -25.07)
PlayerHealth,0:24.25,100
Player Position,0:27.28,World Position: (69.40, 0.51, 10.16)
PlayerHealth,0:27.28,100
Player Position,0:30.30,World Position: (68.40, 0.51, 16.35)
PlayerHealth,0:30.30,100
Player Position,0:33.11,World Position: (69.42, 0.51, 17.62)
PlayerHealth,0:33.11,100
