Variable name,Time in Play,Data Point
PlayerHealth,0:2.33,100
Player Position,0:2.33,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:5.35,100
Player Position,0:5.35,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:8.38,100
Player Position,0:8.38,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:11.39,100
Player Position,0:11.39,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:13.84,100
Player Position,0:13.84,World Position: (-16.80, -2.43, -65.30)
