Variable name,Time in Play,Data Point
PlayerHealth,0:2.93,100
Player Position,0:2.93,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:5.95,100
Player Position,0:5.95,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:8.96,100
Player Position,0:8.96,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:11.99,100
Player Position,0:11.99,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:15.01,100
Player Position,0:15.01,World Position: (-7.39, -1.92, -59.84)
PlayerHealth,0:18.02,100
Player Position,0:18.02,World Position: (9.34, -1.92, -46.32)
PlayerHealth,0:21.02,100
Player Position,0:21.02,World Position: (15.69, -1.99, -45.35)
PlayerHealth,0:24.03,100
Player Position,0:24.03,World Position: (3.67, -1.92, -50.14)
PlayerHealth,0:27.05,100
Player Position,0:27.05,World Position: (8.75, -1.92, -48.75)
PlayerHealth,0:30.06,100
Player Position,0:30.06,World Position: (12.34, -1.92, -47.53)
PlayerHealth,0:33.08,100
Player Position,0:33.08,World Position: (12.34, -1.92, -47.53)
PlayerHealth,0:36.09,100
Player Position,0:36.09,World Position: (2.91, -1.92, -52.19)
PlayerHealth,0:39.11,100
Player Position,0:39.11,World Position: (5.22, -1.92, -50.84)
PlayerHealth,0:42.13,100
Player Position,0:42.13,World Position: (2.77, -1.92, -52.64)
PlayerHealth,0:45.16,100
Player Position,0:45.16,World Position: (4.36, -1.92, -51.86)
PlayerHealth,0:48.18,100
Player Position,0:48.18,World Position: (5.74, -1.92, -51.19)
PlayerHealth,0:51.21,100
Player Position,0:51.21,World Position: (3.85, -1.92, -48.03)
PlayerHealth,0:54.22,100
Player Position,0:54.22,World Position: (5.18, -1.92, -49.99)
PlayerHealth,0:57.23,100
Player Position,0:57.23,World Position: (2.46, -1.92, -51.41)
PlayerHealth,1:0.24,100
Player Position,1:0.24,World Position: (4.14, -1.92, -52.82)
PlayerHealth,1:3.26,100
Player Position,1:3.26,World Position: (9.43, -1.92, -50.11)
PlayerHealth,1:6.26,100
Player Position,1:6.26,World Position: (0.41, -1.92, -53.17)
PlayerHealth,1:9.26,100
Player Position,1:9.26,World Position: (0.00, -1.92, -54.43)
PlayerHealth,1:12.27,100
Player Position,1:12.27,World Position: (1.84, -1.92, -51.34)
PlayerHealth,1:15.29,100
Player Position,1:15.29,World Position: (7.97, -1.92, -45.31)
PlayerHealth,1:18.30,100
Player Position,1:18.30,World Position: (6.10, -1.92, -51.30)
PlayerHealth,1:21.30,100
Player Position,1:21.30,World Position: (4.64, -1.92, -52.64)
PlayerHealth,1:24.34,100
Player Position,1:24.34,World Position: (6.86, -1.92, -46.06)
PlayerHealth,1:27.34,100
Player Position,1:27.34,World Position: (8.71, -1.92, -47.96)
1st PowerCore Picked Up,1:29.53,154.3262
PlayerHealth,1:30.35,100
Player Position,1:30.35,World Position: (17.82, -2.07, -35.61)
PlayerHealth,1:33.36,100
Player Position,1:33.36,World Position: (53.92, 0.30, -8.11)
PlayerHealth,1:36.37,100
Player Position,1:36.37,World Position: (64.36, 0.51, 10.39)
1st Generator Charged,1:37.00,161.7914
PlayerHealth,1:39.37,100
Player Position,1:39.37,World Position: (57.78, 0.51, -5.41)
1st PowerCore Picked Up,1:41.84,166.6333
2nd Power Core Picked Up,1:41.84,166.6333
PlayerHealth,1:42.39,100
Player Position,1:42.39,World Position: (44.19, -2.08, -24.45)
PlayerHealth,1:45.42,100
Player Position,1:45.42,World Position: (60.35, 0.51, -4.35)
PlayerHealth,1:48.42,100
Player Position,1:48.42,World Position: (77.28, 0.51, 24.73)
PlayerHealth,1:51.43,100
Player Position,1:51.43,World Position: (77.28, 0.51, 26.60)
PlayerHealth,1:54.46,100
Player Position,1:54.46,World Position: (85.95, 0.18, 54.91)
PlayerHealth,1:57.47,100
Player Position,1:57.47,World Position: (100.43, 0.18, 84.47)
1st Encounter Triggered,1:58.80,183.6
PlayerHealth,2:0.48,100
Player Position,2:0.48,World Position: (96.00, 0.18, 90.95)
Encounter Killed,2:2.25,187.0494
PlayerHealth,2:3.48,100
Player Position,2:3.48,World Position: (94.55, 0.18, 103.26)
PlayerHealth,2:6.49,100
Player Position,2:6.49,World Position: (86.56, 4.01, 139.39)
2nd Generator Charged,2:8.80,193.5916
PlayerHealth,2:9.51,100
Player Position,2:9.51,World Position: (84.27, 4.01, 148.72)
PlayerHealth,2:10.58,100
Player Position,2:10.58,World Position: (84.27, 4.01, 148.72)
