Variable name,Time in Play,Data Point
Player Position,0:3.00,World Position: (74.85, 0.51, 25.52)
PlayerHealth,0:3.00,100
Player Position,0:6.02,World Position: (84.64, 3.79, 37.78)
PlayerHealth,0:6.02,100
Player Position,0:9.03,World Position: (71.77, 0.18, 73.94)
PlayerHealth,0:9.03,100
Player Position,0:12.05,World Position: (81.22, 0.18, 90.95)
PlayerHealth,0:12.05,100
Player Position,0:15.06,World Position: (82.68, 4.01, 127.11)
PlayerHealth,0:15.06,100
Player Position,0:18.08,World Position: (85.32, 4.01, 148.02)
PlayerHealth,0:18.08,100
Player Position,0:21.11,World Position: (83.36, 4.01, 133.50)
PlayerHealth,0:21.11,100
Player Position,0:21.28,World Position: (83.36, 4.01, 133.50)
PlayerHealth,0:21.28,100
