Variable name,Time in Play,Data Point
PlayerHealth,0:2.98,100
Player Position,0:2.98,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:5.98,100
Player Position,0:5.98,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:8.99,100
Player Position,0:8.99,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:12.00,100
Player Position,0:12.00,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:15.01,100
Player Position,0:15.01,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:18.02,100
Player Position,0:18.02,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:21.02,100
Player Position,0:21.02,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:24.05,100
Player Position,0:24.05,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:27.06,100
Player Position,0:27.06,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:30.06,100
Player Position,0:30.06,World Position: (-16.80, -2.43, -65.30)
PlayerHealth,0:33.07,100
Player Position,0:33.07,World Position: (-16.80, -2.43,
