Variable name,Time in Play,Data Point
Player Position,0:3.08,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:3.08,100
Player Position,0:6.09,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:6.09,100
Player Position,0:9.09,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:9.09,100
Player Position,0:12.11,World Position: (-16.15, -2.43, -67.26)
PlayerHealth,0:12.11,100
Player Position,0:15.12,World Position: (-6.04, -1.92, -59.31)
PlayerHealth,0:15.12,100
Sonar Pulse Triggered,0:17.80,World Position Trigger Point: (17.43, -1.86, -39.44)Sonar Pulse: 1
Sonar Scanner Clicked,0:17.80,World Position Trigger Point: (16.60, -2.06, -38.25)Sonar Scanner: 1
Player Position,0:18.17,World Position: (17.93, -2.07, -36.93)
PlayerHealth,0:18.17,100
Sonar Pulse Triggered,0:20.00,World Position Trigger Point: (34.29, -1.87, -27.10)Sonar Pulse: 2
Sonar Scanner Clicked,0:20.05,World Position Trigger Point: (33.00, -2.07, -26.60)Sonar Scanner: 2
Player Position,0:21.19,World Position: (37.53, -2.08, -24.16)
PlayerHealth,0:21.19,100
Player Position,0:24.20,World Position: (52.16, -0.94, -15.47)
PlayerHealth,0:24.20,100
Player Position,0:27.21,World Position: (72.34, 0.51, 20.65)
PlayerHealth,0:27.21,100
Player Position,0:30.21,World Position: (64.08, 0.51, 15.65)
PlayerHealth,0:30.21,100
Player Position,0:33.23,World Position: (83.56, 3.68, 39.97)
PlayerHealth,0:33.23,100
Player Position,0:36.23,World Position: (98.56, 0.18, 63.58)
PlayerHealth,0:36.23,100
Player Position,0:39.25,World Position: (94.47, 0.18, 99.41)
PlayerHealth,0:39.25,100
Player Position,0:42.25,World Position: (88.76, 4.01, 135.45)
PlayerHealth,0:42.25,100
Player Position,0:45.26,World Position: (84.39, 4.01, 148.37)
PlayerHealth,0:45.26,100
Sonar Pulse Triggered,0:46.25,World Position Trigger Point: (90.39, 4.22, 143.46)Sonar Pulse: 3
Sonar Scanner Clicked,0:46.30,World Position Trigger Point: (89.17, 4.01, 143.76)Sonar Scanner: 3
Player Position,0:48.26,World Position: (91.67, 4.01, 126.97)
PlayerHealth,0:48.26,100
Sonar Pulse Triggered,0:48.31,World Position Trigger Point: (92.27, 4.22, 125.47)Sonar Pulse: 4
Sonar Scanner Clicked,0:48.38,World Position Trigger Point: (91.67, 4.01, 126.56)Sonar Scanner: 4
Sonar Pulse Triggered,0:49.83,World Position Trigger Point: (85.02, 1.97, 114.85)Sonar Pulse: 5
Sonar Scanner Clicked,0:49.88,World Position Trigger Point: (83.74, 1.61, 115.58)Sonar Scanner: 5
Player Position,0:51.26,World Position: (88.61, 0.18, 108.01)
PlayerHealth,0:51.26,100
Sonar Pulse Triggered,0:51.65,World Position Trigger Point: (94.19, 0.39, 103.00)Sonar Pulse: 6
Sonar Scanner Clicked,0:51.74,World Position Trigger Point: (93.28, 0.18, 103.34)Sonar Scanner: 6
Player Position,0:54.27,World Position: (97.06, 0.18, 95.01)
PlayerHealth,0:54.27,100
Sonar Pulse Triggered,0:54.56,World Position Trigger Point: (97.74, 0.39, 96.28)Sonar Pulse: 7
Sonar Scanner Clicked,0:54.65,World Position Trigger Point: (97.06, 0.18, 95.01)Sonar Scanner: 7
Sonar Pulse Triggered,0:56.08,World Position Trigger Poin
