Variable name,Time in Play,Data Point
Sonar Scanner Clicked,0:43.97,World Position Trigger Point: (85.39, 0.18, 72.20)Sonar Scanner: 7
Sonar Pulse Triggered,0:45.02,World Position Trigger Point: (86.42, 0.39, 72.09)Sonar Pulse: 8
Sonar Scanner Clicked,0:45.10,World Position Trigger Point: (85.12, 0.18, 72.05)Sonar Scanner: 8
Player Position,0:45.23,World Position: (86.39, 0.18, 73.32)
PlayerHealth,0:45.23,100
Sonar Pulse Triggered,0:46.47,World Position Trigger Point: (87.88, 0.39, 77.90)Sonar Pulse: 9
Sonar Scanner Clicked,0:46.55,World Position Trigger Point: (86.98, 0.18, 76.95)Sonar Scanner: 9
Sonar Pulse Triggered,0:47.69,World Position Trigger Point: (92.13, 0.39, 79.88)Sonar Pulse: 10
Sonar Scanner Clicked,0:47.77,World Position Trigger Point: (91.45, 0.18, 78.53)Sonar Scanner: 10
Player Position,0:48.24,World Position: (89.70, 0.18, 78.53)
PlayerHealth,0:48.24,100
Sonar Pulse Triggered,0:49.01,World Position Trigger Point: (88.11, 0.39, 81.58)Sonar Pulse: 11
Sonar Scanner Clicked,0:49.10,World Position Trigger Point: (86.56, 0.18, 81.40)Sonar Scanner: 11
Sonar Pulse Triggered,0:50.32,World Position Trigger Point: (89.00, 0.39, 80.10)Sonar Pulse: 12
Sonar Scanner Clicked,0:50.39,World Position Trigger Point: (87.47, 0.18, 79.91)Sonar Scanner: 12
Player Position,0:51.25,World Position: (86.01, 0.18, 81.12)
PlayerHealth,0:51.25,100
Sonar Pulse Triggered,0:53.59,World Position Trigger Point: (86.56, 0.39, 70.06)Sonar Pulse: 13
Sonar Scanner Clicked,0:53.66,World Position Trigger Point: (85.02, 0.18, 69.89)Sonar Scanner: 13
Player Position,0:54.27,World Position: (84.68, 0.18, 69.89)
PlayerHealth,0:54.27,100
Sonar Pulse Triggered,0:55.37,World Position Trigger Point: (85.38, 0.39, 71.93)Sonar Pulse: 14
Sonar Scanner Clicked,0:55.47,World Position Trigger Point: (83.92, 0.18, 72.33)Sonar Scanner: 14
Sonar Pulse Triggered,0:56.57,World Position Trigger Point: (85.24, 0.39, 71.75)Sonar Pulse: 15
Sonar Scanner Clicked,0:56.67,World Position Trigger Point: (83.92, 0.18, 72.33)Sonar Scanner: 15
Player Position,0:57.28,World Position: (82.72, 0.18, 72.33)
PlayerHealth,0:57.28,100
Sonar Pulse Triggered,0:58.65,World Position Trigger Point: (83.93, 0.39, 71.55)Sonar Pulse: 16
Sonar Scanner Clicked,0:58.97,World Position Trigger Point: (82.72, 0.18, 72.33)Sonar Scanner: 16
Sonar Pulse Triggered,0:59.99,World Position Trigger Point: (83.89, 0.39, 71.49)Sonar Pulse: 17
Player Position,1:0.29,World Position: (82.72, 0.18, 72.33)
PlayerHealth,1:0.29,100
Sonar Pulse Triggered,1:0.62,World Position Trigger Point: (83.93, 0.39, 71.55)Sonar Pulse: 18
Sonar Scanner Clicked,1:0.72,World Position Trigger Point: (82.72, 0.18, 72.33)Sonar Scanner: 17
Sonar Pulse Triggered,1:1.82,World Position Trigger Point: (83.30, 0.39, 71.48)Sonar Pulse: 19
Sonar Scanner Clicked,1:1.94,World Position Trigger Point: (81.96, 0.18, 72.33)Sonar Scanner: 18
Sonar Pulse Triggered,1:2.91,World Position Trigger Point: (82.66, 0.39, 71.49)Sonar Pulse: 20
Player Position,1:3.29,World Position: (81.49, 0.18, 72.33)
PlayerHealth,1:3.29,100
Sonar Pulse Triggered,1:3.56,World Position Trigger Point: (82.70, 0.39, 71.55)Sonar Pulse: 21
Sonar Scanner Clicked,1:3.65,World Position Trigger Point: (81.49, 0.18, 72.33)Sonar Scanner: 19
Sonar Pulse Triggered,1:4.92,World Position Trigger Point: (82.67, 0.39, 71.50)Sonar Pulse: 22
Sonar Scanner Clicked,1:5.02,World Position Trigger Point: (81.49, 0.18, 72.33)Sonar Scanner: 20
Sonar Pulse Triggered,1:6.22,World Position Trigger Point: (82.66, 0.39, 71.50)Sonar Pulse: 23
Sonar Scanner Clicked,1:6.31,World Position Trigger Point: (81.49, 0.18, 72.33)Sonar Scanner: 21
Player Position,1:6.31,World Position: (81.49, 0.18, 72.33)
PlayerHealth,1:6.31,100
Sonar Pulse Triggered,1:7.59,World Position Trigger Point: (82.67, 0.39, 71.50)Sonar Pulse: 24
Sonar Scanner Clicked,1:7.67,World Position Trigger Point: (81.49, 0.18, 72.33)Sonar Scanner: 22
Player Position,1:9.33,World Position: (81.49, 0.18, 72.33)
PlayerHealth,1:9.33,100
Sonar Pulse Triggered,1:9.89,World Position Trigger Point: (82.71, 0.39, 71.57)Sonar Pulse: 25
Sonar Scanner Clicked,1:9.98,World Position Trigger Point: (81.49, 0.18, 72.33)Sonar Scanner: 23
Sonar Pulse Triggered,1:11.66,World Position Trigger Point: (81.88, 0.39, 71.31)Sonar Pulse: 26
Sonar Scanner Clicked,1:11.72,World Position Trigger Point: (80.87, 0.18, 72.33)Sonar Scanner: 24
Player Position,1:12.35,World Position: (78.54, 0.18, 73.73)
PlayerHealth,1:12.35,100
Sonar Pulse Triggered,1:13.72,World Position Trigger Point: (71.70, 0.39, 69.96)Sonar Pulse: 27
Sonar Scanner Clicked,1:13.83,World Position Trigger Point: (70.46, 0.18, 70.70)Sonar Scanner: 25
Player Position,1:15.37,World Position: (74.29, 0.18, 62.84)
PlayerHealth,1:15.37,100
Sonar Pulse Triggered,1:16.92,World Position Trigger Point: (72.13, 0.39, 71.25)Sonar Pulse: 28
Sonar Scanner Clicked,1:16.98,World Position Trigger Point: (71.12, 0.18, 72.11)Sonar Scanner: 26
Player Position,1:18.39,World Position: (77.82, 0.18, 73.40)
PlayerHealth,1:18.39,100
Sonar Pulse Triggered,1:18.57,World Position Trigger Point: (80.82, 0.39, 70.95)Sonar Pulse: 29
Sonar Scanner Clicked,1:18.64,World Position Trigger Point: (79.67, 0.18, 71.54)Sonar Scanner: 27
Sonar Pulse Triggered,1:20.22,World Position Trigger Point: (86.10, 0.39, 73.34)Sonar Pulse: 30
Player Position,1:21.39,World Position: (88.78, 0.18, 72.93)
PlayerHealth,1:21.39,100
Sonar Pulse Triggered,1:22.07,World Position Trigger Point: (90.82, 0.39, 78.97)Sonar Pulse: 31
Sonar Scanner Clicked,1:22.14,World Position Trigger Point: (89.60, 0.18, 78.24)Sonar Scanner: 28
Sonar Pulse Triggered,1:24.05,World Position Trigger Point: (85.96, 0.39, 78.82)Sonar Pulse: 32
Sonar Scanner Clicked,1:24.14,World Position Trigger Point: (85.43, 0.18, 80.16)Sonar Scanner: 29
Player Position,1:24.41,World Position: (84.61, 0.18, 81.07)
PlayerHealth,1:24.41,100
Sonar Pulse Triggered,1:26.72,World Position Trigger Point: (80.02, 0.39, 83.46)Sonar Pulse: 33
Sonar Scanner Clicked,1:26.79,World Position Trigger Point: (79.50, 0.18, 84.81)Sonar Scanner: 30
Player Position,1:27.42,World Position: (79.50, 0.18, 84.81)
PlayerHealth,1:27.42,100
Sonar Pulse Triggered,1:28.06,World Position Trigger Point: (81.59, 0.39, 82.86)Sonar Pulse: 34
Sonar Scanner Clicked,1:28.14,World Position Trigger Point: (81.19, 0.18, 84.06)Sonar Scanner: 31
Sonar Pulse Triggered,1:29.41,World Position Trigger Point: (87.16, 0.39, 81.21)Sonar Pulse: 35
Sonar Scanner Clicked,1:29.49,World Position Trigger Point: (86.30, 0.18, 82.27)Sonar Scanner: 32
Player Position,1:30.43,World Position: (90.08, 0.18, 78.88)
PlayerHealth,1:30.43,100
Sonar Pulse Triggered,1:30.80,World Position Trigger Point: (92.26, 0.39, 77.73)Sonar Pulse: 36
Sonar Scanner Clicked,1:30.88,World Position Trigger Point: (90.70, 0.18, 77.82)Sonar Scanner: 33
Sonar Pulse Triggered,1:32.11,World Position Trigger Point: (89.55, 0.39, 80.42)Sonar Pulse: 37
Sonar Scanner Clicked,1:32.18,World Position Trigger Point: (88.34, 0.18, 80.86)Sonar Scanner: 34
Player Position,1:33.45,World Position: (87.56, 0.18, 79.11)
PlayerHealth,1:33.45,100
Sonar Pulse Triggered,1:34.64,World Position Trigger Point: (87.32, 0.39, 78.32)Sonar Pulse: 38
Sonar Scanner Clicked,1:34.72,World Position Trigger Point: (86.80, 0.18, 79.67)Sonar Scanner: 35
Player Position,1:36.47,World Position: (83.47, 0.18, 81.51)
PlayerHealth,1:36.47,100
Sonar Pulse Triggered,1:36.78,World Position Trigger Point: (82.71, 0.39, 81.26)Sonar Pulse: 39
Sonar Scanner Clicked,1:36.87,World Position Trigger Point: (82.19, 0.18, 82.76)Sonar Scanner: 36
Sonar Pulse Triggered,1:37.82,World Position Trigger Point: (82.06, 0.39, 81.83)Sonar Pulse: 40
Sonar Scanner Clicked,1:37.93,World Position Trigger Point: (81.77, 0.18, 83.33)Sonar Scanner: 37
Sonar Pulse Triggered,1:39.32,World Position Trigger Point: (88.05, 0.39, 79.33)Sonar Pulse: 41
Sonar Scanner Clicked,1:39.41,World Position Trigger Point: (86.55, 0.18, 79.84)Sonar Scanner: 38
Player Position,1:39.48,World Position: (86.65, 0.18, 79.84)
PlayerHealth,1:39.48,100
Player Position,1:42.49,World Position: (89.63, 0.18, 77.89)
PlayerHealth,1:42.49,50
Sonar Pulse Triggered,1:44.86,World Position Trigger Point: (90.15, 0.39, 79.23)Sonar Pulse: 42
Sonar Scanner Clicked,1:44.93,World Position Trigger Point: (89.63, 0.18, 77.89)Sonar Scanner: 39
Player Position,1:45.51,World Position: (89.63, 0.18, 77.89)
PlayerHealth,1:45.51,50
Sonar Pulse Triggered,1:46.19,World Position Trigger Point: (89.65, 0.39, 79.82)Sonar Pulse: 43
Sonar Scanner Clicked,1:46.28,World Position Trigger Point: (88.23, 0.18, 79.28)Sonar Scanner: 40
Sonar Pulse Triggered,1:47.51,World Position Trigger Point: (88.11, 0.39, 78.74)Sonar Pulse: 44
Sonar Scanner Clicked,1:47.60,World Position Trigger Point: (87.40, 0.18, 80.07)Sonar Scanner: 41
Player Position,1:48.53,World Position: (83.81, 0.18, 82.55)
PlayerHealth,1:48.53,50
Sonar Pulse Triggered,1:49.08,World Position Trigger Point: (84.33, 0.39, 81.21)Sonar Pulse: 45
Sonar Pulse Triggered,1:49.98,World Position Trigger Point: (84.10, 0.39, 81.25)Sonar Pulse: 46
Sonar Scanner Clicked,1:50.05,World Position Trigger Point: (83.58, 0.18, 82.55)Sonar Scanner: 42
Sonar Pulse Triggered,1:51.28,World Position Trigger Point: (89.80, 0.39, 79.43)Sonar Pulse: 47
Sonar Scanner Clicked,1:51.36,World Position Trigger Point: (88.55, 0.18, 78.99)Sonar Scanner: 43
Player Position,1:51.54,World Position: (89.24, 0.18, 78.99)
PlayerHealth,1:51.54,50
Sonar Pulse Triggered,1:52.72,World Position Trigger Point: (90.00, 0.39, 82.19)Sonar Pulse: 48
Sonar Scanner Clicked,1:52.80,World Position Trigger Point: (89.13, 0.18, 81.09)Sonar Scanner: 44
Sonar Pulse Triggered,1:54.48,World Position Trigger Point: (85.69, 0.39, 78.90)Sonar Pulse: 49
Sonar Scanner Clicked,1:54.55,World Position Trigger Point: (84.57, 0.18, 79.94)Sonar Scanner: 45
Player Position,1:54.55,World Position: (84.57, 0.18, 79.94)
PlayerHealth,1:54.55,50
Player Position,1:56.08,World Position: (83.70, 0.18, 80.35)
PlayerHealth,1:56.08,0
