Variable name,Time in Play,Data Point
PlayerHealth,0:3.01,100
Player Position,0:3.01,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:6.03,100
Player Position,0:6.03,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:9.05,100
Player Position,0:9.05,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:12.05,100
Player Position,0:12.05,World Position: (-13.49, -1.87, -65.30)
PlayerHealth,0:15.06,100
Player Position,0:15.06,World Position: (7.98, -1.92, -50.73)
1st PowerCore Picked Up,0:16.03,16.03437
PlayerHealth,0:18.09,100
Player Position,0:18.09,World Position: (37.92, -2.08, -23.68)
PlayerHealth,0:21.13,100
Player Position,0:21.13,World Position: (61.62, 0.51, 5.65)
1st Generator Charged,0:22.35,22.34771
PlayerHealth,0:24.15,100
Player Position,0:24.15,World Position: (59.05, 0.51, -5.61)
PlayerHealth,0:27.18,100
Player Position,0:27.18,World Position: (51.65, -2.10, -42.00)
1st PowerCore Picked Up,0:29.03,29.02606
2nd Power Core Picked Up,0:29.03,29.02606
PlayerHealth,0:3
