Variable name,Time in Play,Data Point
PlayerHealth,0:3.00,100
Player Position,0:3.00,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:6.01,100
Player Position,0:6.01,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:9.02,100
Player Position,0:9.02,World Position: (-16.80, -2.60, -65.30)
PlayerHealth,0:11.98,100
Player Position,0:11.98,World Position: (-16.80, -2.60, -65.30)
